,value,percentage,datetime
0,3933.761,0.026054931158875066,2020-01-01T00:00:00.000+01:00
1,2803.118,0.015396090289286674,2020-02-01T00:00:00.000+01:00
2,6611.028,0.03306696011556291,2020-03-01T00:00:00.000+01:00
3,7276.841,0.040777377590622756,2020-04-01T00:00:00.000+02:00
4,9539.247,0.04053679543193293,2020-05-01T00:00:00.000+02:00
5,10175.038,0.04244215617678247,2020-06-01T00:00:00.000+02:00
6,10655.094,0.04253829801367622,2020-07-01T00:00:00.000+02:00
7,11436.247,0.04727209741257696,2020-08-01T00:00:00.000+02:00
8,10774.231,0.050708440652681104,2020-09-01T00:00:00.000+02:00
9,8239.388,0.0373251443615278,2020-10-01T00:00:00.000+02:00
10,6428.965,0.0431601889163105,2020-11-01T00:00:00.000+01:00
11,5241.398,0.026301057705462916,2020-12-01T00:00:00.000+01:00
