,value,percentage,datetime
0,1150910.25,0.4647767381308631,2020-01-01T00:00:00.000+01:00
1,791605.827,0.4172246904364876,2020-02-01T00:00:00.000+01:00
2,549093.805,0.2707668302162797,2020-03-01T00:00:00.000+01:00
3,722562.473,0.4514352639598731,2020-04-01T00:00:00.000+02:00
4,573872.776,0.37414256818003533,2020-05-01T00:00:00.000+02:00
5,414579.573,0.32106615537694844,2020-06-01T00:00:00.000+02:00
6,401794.023,0.2744095327410564,2020-07-01T00:00:00.000+02:00
7,678064.64,0.428118073555623,2020-08-01T00:00:00.000+02:00
8,498813.313,0.32830680854599864,2020-09-01T00:00:00.000+02:00
9,600696.52,0.28362653477672156,2020-10-01T00:00:00.000+02:00
10,860679.118,0.4441913055116135,2020-11-01T00:00:00.000+01:00
11,793402.037,0.29422357853117415,2020-12-01T00:00:00.000+01:00
