,value,percentage,datetime
0,43652.072,0.058801085665720704,2020-01-01T00:00:00.000+01:00
1,31195.375,0.03191093175672468,2020-02-01T00:00:00.000+01:00
2,28665.354,0.025448149156197464,2020-03-01T00:00:00.000+01:00
3,36060.911,0.030538847906623798,2020-04-01T00:00:00.000+02:00
4,53778.995,0.03735528930913317,2020-05-01T00:00:00.000+02:00
5,80407.323,0.05712010988260378,2020-06-01T00:00:00.000+02:00
6,97704.613,0.06400900252958905,2020-07-01T00:00:00.000+02:00
7,84337.254,0.060918786085059705,2020-08-01T00:00:00.000+02:00
8,42483.781,0.03177239552288383,2020-09-01T00:00:00.000+02:00
9,17755.557,0.014728748330298231,2020-10-01T00:00:00.000+02:00
10,9664.39,0.009346622337405236,2020-11-01T00:00:00.000+01:00
11,19656.556,0.018881947915773658,2020-12-01T00:00:00.000+01:00
