,value,percentage,datetime
0,190280.637,0.5367360977297368,2020-01-01T00:00:00.000+01:00
1,126445.453,0.44038689935845277,2020-02-01T00:00:00.000+01:00
2,195848.533,0.6106800321855266,2020-03-01T00:00:00.000+01:00
3,147484.777,0.6286872642661637,2020-04-01T00:00:00.000+02:00
4,134693.323,0.5910295503140468,2020-05-01T00:00:00.000+02:00
5,86707.293,0.5253048251987413,2020-06-01T00:00:00.000+02:00
6,39569.243,0.354540734494686,2020-07-01T00:00:00.000+02:00
7,34727.331,0.3250382981262877,2020-08-01T00:00:00.000+02:00
8,44470.51,0.3492386672586458,2020-09-01T00:00:00.000+02:00
9,139330.079,0.4642501327517054,2020-10-01T00:00:00.000+02:00
10,79234.341,0.40818744114950417,2020-11-01T00:00:00.000+01:00
11,280595.655,0.575439970146877,2020-12-01T00:00:00.000+01:00
