,value,percentage,datetime
0,287280.183,0.39647012718733704,2020-01-01T00:00:00.000+01:00
1,269668.184,0.3412765928797077,2020-02-01T00:00:00.000+01:00
2,411437.656,0.34425329716217745,2020-03-01T00:00:00.000+01:00
3,420455.39,0.423757374842193,2020-04-01T00:00:00.000+02:00
4,458389.649,0.40071116456114214,2020-05-01T00:00:00.000+02:00
5,326459.216,0.3289340430454505,2020-06-01T00:00:00.000+02:00
6,257572.389,0.21809613642378584,2020-07-01T00:00:00.000+02:00
7,209517.142,0.19542118230502795,2020-08-01T00:00:00.000+02:00
8,150212.625,0.15860091377109917,2020-09-01T00:00:00.000+02:00
9,240267.683,0.1989560177675142,2020-10-01T00:00:00.000+02:00
10,202285.404,0.2706733157928651,2020-11-01T00:00:00.000+01:00
11,233144.363,0.17404335843115912,2020-12-01T00:00:00.000+01:00
