,value,percentage,datetime
0,28102.136,0.3254401150353787,2020-01-01T00:00:00.000+01:00
1,20626.718,0.26896454133831715,2020-02-01T00:00:00.000+01:00
2,43269.083,0.43698234401923236,2020-03-01T00:00:00.000+01:00
3,31553.459,0.4558358242885003,2020-04-01T00:00:00.000+02:00
4,32859.594,0.48755698689442206,2020-05-01T00:00:00.000+02:00
5,19766.564,0.42621080704441716,2020-06-01T00:00:00.000+02:00
6,20146.987,0.35460514712510516,2020-07-01T00:00:00.000+02:00
7,19579.44,0.23731783804732398,2020-08-01T00:00:00.000+02:00
8,18843.992,0.2300294828244356,2020-09-01T00:00:00.000+02:00
9,27763.924,0.27978978542985156,2020-10-01T00:00:00.000+02:00
10,18616.329,0.20574764045634011,2020-11-01T00:00:00.000+01:00
11,70146.415,0.4870015912713746,2020-12-01T00:00:00.000+01:00
