,value,percentage,datetime
0,5.053,0.009113092157113822,2019-01-01T00:00:00.000+01:00
1,5.526,0.01115860935376588,2019-02-01T00:00:00.000+01:00
2,6.561,0.012038642556353727,2019-03-01T00:00:00.000+01:00
3,7.925,0.016925243814277218,2019-04-01T00:00:00.000+02:00
4,8.683,0.01624442024837144,2019-05-01T00:00:00.000+02:00
5,8.663,0.018740880235110106,2019-06-01T00:00:00.000+02:00
6,8.167,0.0188056663381566,2019-07-01T00:00:00.000+02:00
7,8.012,0.019998053110156525,2019-08-01T00:00:00.000+02:00
8,6.704,0.017808663128310566,2019-09-01T00:00:00.000+02:00
9,6.582,0.020669870883965148,2019-10-01T00:00:00.000+02:00
10,4.882,0.010428482017170039,2019-11-01T00:00:00.000+01:00
11,3.615,0.008612823219123088,2019-12-01T00:00:00.000+01:00
