,value,percentage,datetime
0,292.916,0.003855093312839237,2019-01-01T00:00:00.000+01:00
1,265.049,0.0036896073690305207,2019-02-01T00:00:00.000+01:00
2,298.315,0.002387959213466119,2019-03-01T00:00:00.000+01:00
3,296.753,0.003142676882337196,2019-04-01T00:00:00.000+02:00
4,305.942,0.0023869668871014174,2019-05-01T00:00:00.000+02:00
5,276.681,0.002762214889797927,2019-06-01T00:00:00.000+02:00
6,298.419,0.0015482570892157625,2019-07-01T00:00:00.000+02:00
7,299.29,0.0015692048407722674,2019-08-01T00:00:00.000+02:00
8,282.539,0.002225773690307081,2019-09-01T00:00:00.000+02:00
9,297.947,0.0026467071109852348,2019-10-01T00:00:00.000+02:00
10,296.523,0.0020212009648499043,2019-11-01T00:00:00.000+01:00
11,299.145,0.003385159331130674,2019-12-01T00:00:00.000+01:00
