,value,percentage,datetime
0,1309799.276,0.5345705467898102,2020-01-01T00:00:00.000+01:00
1,982090.81,0.47823796489788245,2020-02-01T00:00:00.000+01:00
2,1106496.575,0.5328242863461782,2020-03-01T00:00:00.000+01:00
3,563131.345,0.46305615587114657,2020-04-01T00:00:00.000+02:00
4,606170.337,0.44325018795985377,2020-05-01T00:00:00.000+02:00
5,391369.675,0.4437512734460047,2020-06-01T00:00:00.000+02:00
6,228817.559,0.21326903229822408,2020-07-01T00:00:00.000+02:00
7,254144.11,0.3075532605525367,2020-08-01T00:00:00.000+02:00
8,404116.625,0.3977059522470735,2020-09-01T00:00:00.000+02:00
9,325871.002,0.22792189438581126,2020-10-01T00:00:00.000+02:00
10,657698.322,0.39225971766937284,2020-11-01T00:00:00.000+01:00
11,1088201.357,0.43721991102705243,2020-12-01T00:00:00.000+01:00
