,value,percentage,datetime
0,7255.261,0.21662825547449996,2019-01-01T00:00:00.000+01:00
1,7365.365,0.2144963579507908,2019-02-01T00:00:00.000+01:00
2,7916.29,0.20948837765147335,2019-03-01T00:00:00.000+01:00
3,9552.571,0.2552183379658802,2019-04-01T00:00:00.000+02:00
4,8793.242,0.22435467975469187,2019-05-01T00:00:00.000+02:00
5,9590.487,0.23341236662523543,2019-06-01T00:00:00.000+02:00
6,7660.623,0.20421736408067112,2019-07-01T00:00:00.000+02:00
7,6305.742,0.18585016141640828,2019-08-01T00:00:00.000+02:00
8,4911.483,0.14668785720942704,2019-09-01T00:00:00.000+02:00
9,4269.331,0.13452165128105947,2019-10-01T00:00:00.000+02:00
10,7635.876,0.2341696549900613,2019-11-01T00:00:00.000+01:00
11,15735.216,0.3751407205406644,2019-12-01T00:00:00.000+01:00
