,value,percentage,datetime
0,18320.701,0.044080048296988104,2019-01-01T00:00:00.000+01:00
1,21351.778,0.08992419722404249,2019-02-01T00:00:00.000+01:00
2,21804.493,0.07884153196278025,2019-03-01T00:00:00.000+01:00
3,29005.118,0.08632085584252219,2019-04-01T00:00:00.000+02:00
4,39473.319,0.12442896454537636,2019-05-01T00:00:00.000+02:00
5,51540.401,0.18229501748831914,2019-06-01T00:00:00.000+02:00
6,56336.98,0.19957590220857382,2019-07-01T00:00:00.000+02:00
7,70128.962,0.2967825405998325,2019-08-01T00:00:00.000+02:00
8,54697.348,0.2303240799663847,2019-09-01T00:00:00.000+02:00
9,27930.567,0.11741634746925991,2019-10-01T00:00:00.000+02:00
10,20487.502,0.03922198086010405,2019-11-01T00:00:00.000+01:00
11,28001.972,0.09471866694434421,2019-12-01T00:00:00.000+01:00
