,value,percentage,datetime
0,17217.348,0.48743617392674593,2020-01-01T00:00:00.000+01:00
1,13735.378,0.45892522603115965,2020-02-01T00:00:00.000+01:00
2,19071.777,0.5678941098550283,2020-03-01T00:00:00.000+01:00
3,27640.193,0.613236508904874,2020-04-01T00:00:00.000+02:00
4,15828.688,0.5236024519063702,2020-05-01T00:00:00.000+02:00
5,10297.485,0.4404705297196775,2020-06-01T00:00:00.000+02:00
6,10035.132,0.4404830220170358,2020-07-01T00:00:00.000+02:00
7,5798.843,0.27559498511905994,2020-08-01T00:00:00.000+02:00
8,5940.097,0.28255023009392405,2020-09-01T00:00:00.000+02:00
9,19866.496,0.50887941152611,2020-10-01T00:00:00.000+02:00
10,11018.017,0.3538095334278044,2020-11-01T00:00:00.000+01:00
11,24967.619,0.5535293103374694,2020-12-01T00:00:00.000+01:00
