,value,percentage,datetime
0,1413430.997,0.5685277343203999,2021-01-01T00:00:00.000+01:00
1,1505956.673,0.530921212743563,2021-02-01T00:00:00.000+01:00
2,1083248.775,0.5449151087261367,2021-03-01T00:00:00.000+01:00
3,699410.082,0.49949670397774704,2021-04-01T00:00:00.000+02:00
4,504451.519,0.38129345606318793,2021-05-01T00:00:00.000+02:00
5,481459.457,0.4180486183181276,2021-06-01T00:00:00.000+02:00
6,503801.955,0.4974831373607679,2021-07-01T00:00:00.000+02:00
7,262485.023,0.29609977998469006,2021-08-01T00:00:00.000+02:00
8,157684.864,0.21389762684580052,2021-09-01T00:00:00.000+02:00
9,152085.826,0.14841300933488996,2021-10-01T00:00:00.000+02:00
10,215015.87,0.18533093593081257,2021-11-01T00:00:00.000+01:00
11,712698.558,0.36124232965531144,2021-12-01T00:00:00.000+01:00
