,value,percentage,datetime
0,289223.834,0.5716713694259091,2021-01-01T00:00:00.000+01:00
1,192870.831,0.4050060323212068,2021-02-01T00:00:00.000+01:00
2,309890.547,0.34943778655822655,2021-03-01T00:00:00.000+01:00
3,433854.241,0.4629672390627674,2021-04-01T00:00:00.000+02:00
4,268819.16,0.24428675674824551,2021-05-01T00:00:00.000+02:00
5,224574.493,0.21660385704868176,2021-06-01T00:00:00.000+02:00
6,285640.415,0.22087287534447753,2021-07-01T00:00:00.000+02:00
7,45344.951,0.04622694459994778,2021-08-01T00:00:00.000+02:00
8,12898.343,0.018361377501385733,2021-09-01T00:00:00.000+02:00
9,11603.621,0.01877852189390906,2021-10-01T00:00:00.000+02:00
10,51522.777,0.10745940164023597,2021-11-01T00:00:00.000+01:00
11,56232.97,0.15284600220648173,2021-12-01T00:00:00.000+01:00
