,value,percentage,datetime
0,277.963,0.017289532950974386,2021-01-01T00:00:00.000+01:00
1,159.483,0.00778985260369753,2021-02-01T00:00:00.000+01:00
2,306.115,0.012844592224845634,2021-03-01T00:00:00.000+01:00
3,294.669,0.013006697432412184,2021-04-01T00:00:00.000+02:00
4,189.554,0.006641720067935776,2021-05-01T00:00:00.000+02:00
5,94.217,0.0027037871558731556,2021-06-01T00:00:00.000+02:00
6,106.017,0.0030600875673944764,2021-07-01T00:00:00.000+02:00
7,201.281,0.005747525136338497,2021-08-01T00:00:00.000+02:00
8,274.448,0.009146828632758452,2021-09-01T00:00:00.000+02:00
9,269.748,0.01136309879288243,2021-10-01T00:00:00.000+02:00
10,61.364,0.0026694271570015687,2021-11-01T00:00:00.000+01:00
11,101.25,0.004975164225871571,2021-12-01T00:00:00.000+01:00
