,value,percentage,datetime
0,15402.108,0.1042379755922421,2021-01-01T00:00:00.000+01:00
1,20891.095,0.19116304592730085,2021-02-01T00:00:00.000+01:00
2,17755.933,0.1289102793122252,2021-03-01T00:00:00.000+01:00
3,12484.9,0.11947567243380085,2021-04-01T00:00:00.000+02:00
4,12626.526,0.18238770633844256,2021-05-01T00:00:00.000+02:00
5,10694.393,0.15929420573501224,2021-06-01T00:00:00.000+02:00
6,12821.849,0.14654801357268663,2021-07-01T00:00:00.000+02:00
7,14016.445,0.1688789720088858,2021-08-01T00:00:00.000+02:00
8,6190.632,0.10555017912713628,2021-09-01T00:00:00.000+02:00
9,2813.361,0.03877127771142932,2021-10-01T00:00:00.000+02:00
10,5796.517,0.03599983658674678,2021-11-01T00:00:00.000+01:00
11,9853.422,0.09791881396287727,2021-12-01T00:00:00.000+01:00
