,value,percentage,datetime
0,25288.605,0.029516851640872945,2019-01-01T00:00:00.000+01:00
1,33933.35,0.030778936748900622,2019-02-01T00:00:00.000+01:00
2,35913.0,0.0296445386297287,2019-03-01T00:00:00.000+01:00
3,44050.848,0.04133966138114282,2019-04-01T00:00:00.000+02:00
4,88535.452,0.06849683355574686,2019-05-01T00:00:00.000+02:00
5,92464.391,0.07917400147359059,2019-06-01T00:00:00.000+02:00
6,91236.63,0.07928337341934863,2019-07-01T00:00:00.000+02:00
7,80161.437,0.06657043839804141,2019-08-01T00:00:00.000+02:00
8,40095.141,0.0450968948847209,2019-09-01T00:00:00.000+02:00
9,21984.146,0.024585815743516495,2019-10-01T00:00:00.000+02:00
10,21611.63,0.020632410889311878,2019-11-01T00:00:00.000+01:00
11,33252.448,0.033000879163056496,2019-12-01T00:00:00.000+01:00
