,value,percentage,datetime
0,18324.586,0.5222924662476366,2019-01-01T00:00:00.000+01:00
1,33896.027,0.6841095353028828,2019-02-01T00:00:00.000+01:00
2,20897.705,0.585801231287587,2019-03-01T00:00:00.000+01:00
3,18934.539,0.5382456817204587,2019-04-01T00:00:00.000+02:00
4,16525.627,0.5085280456423915,2019-05-01T00:00:00.000+02:00
5,12824.067,0.47592558906663907,2019-06-01T00:00:00.000+02:00
6,9794.195,0.44141460061720195,2019-07-01T00:00:00.000+02:00
7,5418.636,0.3025683462878585,2019-08-01T00:00:00.000+02:00
8,7280.188,0.33039705075602693,2019-09-01T00:00:00.000+02:00
9,14203.371,0.44099026445420536,2019-10-01T00:00:00.000+02:00
10,33469.68,0.6511028005926668,2019-11-01T00:00:00.000+01:00
11,38335.339,0.6964404577151154,2019-12-01T00:00:00.000+01:00
