,value,percentage,datetime
0,131495.03,0.14964129954808986,2019-01-01T00:00:00.000+01:00
1,221430.474,0.38912332910566433,2019-02-01T00:00:00.000+01:00
2,200132.786,0.2812927029106596,2019-03-01T00:00:00.000+01:00
3,178686.785,0.29161033746940535,2019-04-01T00:00:00.000+02:00
4,302077.376,0.3130918635375393,2019-05-01T00:00:00.000+02:00
5,266470.668,0.40763424594896525,2019-06-01T00:00:00.000+02:00
6,199161.329,0.32304950265720633,2019-07-01T00:00:00.000+02:00
7,156725.948,0.3430474067438626,2019-08-01T00:00:00.000+02:00
8,103073.651,0.20635006694087785,2019-09-01T00:00:00.000+02:00
9,130416.331,0.2526682499426283,2019-10-01T00:00:00.000+02:00
10,243630.788,0.28611166056097653,2019-11-01T00:00:00.000+01:00
11,413610.263,0.4299276935381387,2019-12-01T00:00:00.000+01:00
