,value,percentage,datetime
0,42837.007,0.05291693229254727,2020-01-01T00:00:00.000+01:00
1,41127.482,0.05815647445966188,2020-02-01T00:00:00.000+01:00
2,74834.96,0.06141324079173512,2020-03-01T00:00:00.000+01:00
3,84727.773,0.09507334610523714,2020-04-01T00:00:00.000+02:00
4,81019.221,0.0761201858946472,2020-05-01T00:00:00.000+02:00
5,76267.721,0.06845242353955558,2020-06-01T00:00:00.000+02:00
6,73644.057,0.06848844920143701,2020-07-01T00:00:00.000+02:00
7,70583.172,0.06841459132395375,2020-08-01T00:00:00.000+02:00
8,42371.251,0.04386317695778426,2020-09-01T00:00:00.000+02:00
9,30150.68,0.027049735028700714,2020-10-01T00:00:00.000+02:00
10,33507.403,0.047503119708989364,2020-11-01T00:00:00.000+01:00
11,41917.384,0.031470703323353826,2020-12-01T00:00:00.000+01:00
