,value,percentage,datetime
0,4268.739,0.021167631216432354,2021-01-01T00:00:00.000+01:00
1,5952.294,0.03503003571262863,2021-02-01T00:00:00.000+01:00
2,5158.942,0.02302135231897952,2021-03-01T00:00:00.000+01:00
3,7721.173,0.04061641490489396,2021-04-01T00:00:00.000+02:00
4,8313.676,0.029363160421986185,2021-05-01T00:00:00.000+02:00
5,7742.809,0.02957211297531627,2021-06-01T00:00:00.000+02:00
6,9297.514,0.033454128672779686,2021-07-01T00:00:00.000+02:00
7,9706.571,0.04108826132093749,2021-08-01T00:00:00.000+02:00
8,9516.188,0.043768650896302955,2021-09-01T00:00:00.000+02:00
9,7692.472,0.041087405142496446,2021-10-01T00:00:00.000+02:00
10,5692.786,0.029464514871221516,2021-11-01T00:00:00.000+01:00
11,4910.772,0.029005203099331234,2021-12-01T00:00:00.000+01:00
