,value,percentage,datetime
0,498000.701,0.2695354577159807,2019-01-01T00:00:00.000+01:00
1,532852.413,0.4072416547087818,2019-02-01T00:00:00.000+01:00
2,525850.947,0.2899545373278027,2019-03-01T00:00:00.000+01:00
3,371615.305,0.24258722171143193,2019-04-01T00:00:00.000+02:00
4,295840.986,0.18978891783348417,2019-05-01T00:00:00.000+02:00
5,194490.28,0.1802045789434856,2019-06-01T00:00:00.000+02:00
6,349848.65,0.3003455633053471,2019-07-01T00:00:00.000+02:00
7,359216.117,0.3312956374714962,2019-08-01T00:00:00.000+02:00
8,399504.226,0.27190888853280887,2019-09-01T00:00:00.000+02:00
9,229935.938,0.19299419145375768,2019-10-01T00:00:00.000+02:00
10,410281.133,0.17633506361142418,2019-11-01T00:00:00.000+01:00
11,1326686.653,0.4893434602218769,2019-12-01T00:00:00.000+01:00
