,periodo,Total,cod_prov,provincias,cod_actividad,ramas de actividad
859,2020,845161,40,Segovia,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
860,2019,879463,40,Segovia,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
861,2021,2082124,41,Sevilla,1," Agricultura, ganadería, silvicultura y pesca"
862,2020,1839604,41,Sevilla,1," Agricultura, ganadería, silvicultura y pesca"
863,2019,1749960,41,Sevilla,1," Agricultura, ganadería, silvicultura y pesca"
864,2021,5575536,41,Sevilla,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
865,2020,5122448,41,Sevilla,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
866,2019,5422919,41,Sevilla,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
867,2021,3332648,41,Sevilla,3, - De las cuales: Industria manufacturera
868,2020,3221391,41,Sevilla,3, - De las cuales: Industria manufacturera
869,2019,3448057,41,Sevilla,3, - De las cuales: Industria manufacturera
870,2021,2056824,41,Sevilla,7, Construcción
871,2020,1851607,41,Sevilla,7, Construcción
872,2019,2095895,41,Sevilla,7, Construcción
873,2021,8375772,41,Sevilla,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
874,2020,7158830,41,Sevilla,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
875,2019,9082735,41,Sevilla,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
876,2021,8537199,41,Sevilla,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
877,2020,8078595,41,Sevilla,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
878,2019,8459259,41,Sevilla,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
879,2021,10157146,41,Sevilla,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
880,2020,9737903,41,Sevilla,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
881,2019,9955652,41,Sevilla,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
882,2021,226938,42,Soria,1," Agricultura, ganadería, silvicultura y pesca"
883,2020,179112,42,Soria,1," Agricultura, ganadería, silvicultura y pesca"
884,2019,149364,42,Soria,1," Agricultura, ganadería, silvicultura y pesca"
885,2021,591689,42,Soria,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
886,2020,506830,42,Soria,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
887,2019,613662,42,Soria,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
888,2021,472628,42,Soria,3, - De las cuales: Industria manufacturera
889,2020,397766,42,Soria,3, - De las cuales: Industria manufacturera
890,2019,461970,42,Soria,3, - De las cuales: Industria manufacturera
891,2021,138512,42,Soria,7, Construcción
892,2020,126818,42,Soria,7, Construcción
893,2019,150055,42,Soria,7, Construcción
894,2021,427380,42,Soria,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
895,2020,380484,42,Soria,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
896,2019,457650,42,Soria,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
897,2021,362182,42,Soria,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
898,2020,345380,42,Soria,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
899,2019,348982,42,Soria,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
900,2021,543704,42,Soria,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
901,2020,546562,42,Soria,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
902,2019,569989,42,Soria,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
903,2021,304144,43,Tarragona,1," Agricultura, ganadería, silvicultura y pesca"
904,2020,285126,43,Tarragona,1," Agricultura, ganadería, silvicultura y pesca"
905,2019,275092,43,Tarragona,1," Agricultura, ganadería, silvicultura y pesca"
906,2021,6058988,43,Tarragona,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
907,2020,4623638,43,Tarragona,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
908,2019,5643209,43,Tarragona,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
909,2021,4432889,43,Tarragona,3, - De las cuales: Industria manufacturera
910,2020,3073306,43,Tarragona,3, - De las cuales: Industria manufacturera
911,2019,3931959,43,Tarragona,3, - De las cuales: Industria manufacturera
912,2021,1137251,43,Tarragona,7, Construcción
913,2020,1034332,43,Tarragona,7, Construcción
914,2019,1257329,43,Tarragona,7, Construcción
915,2021,4775156,43,Tarragona,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
916,2020,4051876,43,Tarragona,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
917,2019,5363353,43,Tarragona,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
918,2021,5643875,43,Tarragona,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
919,2020,5373009,43,Tarragona,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
920,2019,5500715,43,Tarragona,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
921,2021,4175538,43,Tarragona,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
922,2020,4148766,43,Tarragona,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
923,2019,4311176,43,Tarragona,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
924,2021,240062,44,Teruel,1," Agricultura, ganadería, silvicultura y pesca"
925,2020,209804,44,Teruel,1," Agricultura, ganadería, silvicultura y pesca"
926,2019,202928,44,Teruel,1," Agricultura, ganadería, silvicultura y pesca"
927,2021,514273,44,Teruel,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
928,2020,364567,44,Teruel,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
929,2019,477488,44,Teruel,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
930,2021,290373,44,Teruel,3, - De las cuales: Industria manufacturera
931,2020,272103,44,Teruel,3, - De las cuales: Industria manufacturera
932,2019,311877,44,Teruel,3, - De las cuales: Industria manufacturera
933,2021,235976,44,Teruel,7, Construcción
934,2020,229192,44,Teruel,7, Construcción
935,2019,263793,44,Teruel,7, Construcción
936,2021,688024,44,Teruel,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
937,2020,605303,44,Teruel,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
938,2019,716500,44,Teruel,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
939,2021,551729,44,Teruel,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
940,2020,534414,44,Teruel,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
941,2019,537641,44,Teruel,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
942,2021,900412,44,Teruel,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
943,2020,884245,44,Teruel,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
944,2019,880545,44,Teruel,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
945,2021,728117,45,Toledo,1," Agricultura, ganadería, silvicultura y pesca"
946,2020,801305,45,Toledo,1," Agricultura, ganadería, silvicultura y pesca"
947,2019,701934,45,Toledo,1," Agricultura, ganadería, silvicultura y pesca"
948,2021,2569685,45,Toledo,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
949,2020,2356947,45,Toledo,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
950,2019,2581305,45,Toledo,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
951,2021,2074329,45,Toledo,3, - De las cuales: Industria manufacturera
952,2020,1911627,45,Toledo,3, - De las cuales: Industria manufacturera
953,2019,2110331,45,Toledo,3, - De las cuales: Industria manufacturera
954,2021,897664,45,Toledo,7, Construcción
955,2020,815358,45,Toledo,7, Construcción
956,2019,915925,45,Toledo,7, Construcción
957,2021,2331401,45,Toledo,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
958,2020,1944149,45,Toledo,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
959,2019,2387686,45,Toledo,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
960,2021,2364247,45,Toledo,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
961,2020,2264575,45,Toledo,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
962,2019,2264943,45,Toledo,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
963,2021,3104673,45,Toledo,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
964,2020,2997672,45,Toledo,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
965,2019,3095945,45,Toledo,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
966,2021,1216902,46,Valencia/València,1," Agricultura, ganadería, silvicultura y pesca"
967,2020,1284395,46,Valencia/València,1," Agricultura, ganadería, silvicultura y pesca"
968,2019,1164377,46,Valencia/València,1," Agricultura, ganadería, silvicultura y pesca"
969,2021,11624507,46,Valencia/València,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
970,2020,10606333,46,Valencia/València,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
971,2019,11315325,46,Valencia/València,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
972,2021,8488474,46,Valencia/València,3, - De las cuales: Industria manufacturera
973,2020,7838058,46,Valencia/València,3, - De las cuales: Industria manufacturera
974,2019,8396005,46,Valencia/València,3, - De las cuales: Industria manufacturera
975,2021,3179743,46,Valencia/València,7, Construcción
976,2020,3130198,46,Valencia/València,7, Construcción
977,2019,3561297,46,Valencia/València,7, Construcción
978,2021,13611449,46,Valencia/València,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
979,2020,11712754,46,Valencia/València,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
980,2019,14663218,46,Valencia/València,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
981,2021,13769682,46,Valencia/València,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
982,2020,12974034,46,Valencia/València,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
983,2019,13130021,46,Valencia/València,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
984,2021,12158250,46,Valencia/València,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
985,2020,11891038,46,Valencia/València,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
986,2019,12539573,46,Valencia/València,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
987,2021,552661,47,Valladolid,1," Agricultura, ganadería, silvicultura y pesca"
988,2020,526934,47,Valladolid,1," Agricultura, ganadería, silvicultura y pesca"
989,2019,435167,47,Valladolid,1," Agricultura, ganadería, silvicultura y pesca"
990,2021,3213771,47,Valladolid,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
991,2020,3004600,47,Valladolid,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
992,2019,3208945,47,Valladolid,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
993,2021,2592996,47,Valladolid,3, - De las cuales: Industria manufacturera
994,2020,2468979,47,Valladolid,3, - De las cuales: Industria manufacturera
995,2019,2778463,47,Valladolid,3, - De las cuales: Industria manufacturera
996,2021,656713,47,Valladolid,7, Construcción
997,2020,709282,47,Valladolid,7, Construcción
998,2019,721013,47,Valladolid,7, Construcción
999,2021,2448567,47,Valladolid,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1000,2020,2170702,47,Valladolid,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1001,2019,2675110,47,Valladolid,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1002,2021,2781737,47,Valladolid,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1003,2020,2670005,47,Valladolid,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1004,2019,2748889,47,Valladolid,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1005,2021,3278787,47,Valladolid,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
1006,2020,3274887,47,Valladolid,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
1007,2019,3484225,47,Valladolid,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
1008,2021,324073,49,Zamora,1," Agricultura, ganadería, silvicultura y pesca"
1009,2020,294975,49,Zamora,1," Agricultura, ganadería, silvicultura y pesca"
1010,2019,259587,49,Zamora,1," Agricultura, ganadería, silvicultura y pesca"
1011,2021,375372,49,Zamora,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
1012,2020,231794,49,Zamora,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
1013,2019,251556,49,Zamora,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
1014,2021,144241,49,Zamora,3, - De las cuales: Industria manufacturera
1015,2020,146061,49,Zamora,3, - De las cuales: Industria manufacturera
1016,2019,154996,49,Zamora,3, - De las cuales: Industria manufacturera
1017,2021,207739,49,Zamora,7, Construcción
1018,2020,241266,49,Zamora,7, Construcción
1019,2019,310611,49,Zamora,7, Construcción
1020,2021,694504,49,Zamora,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1021,2020,576069,49,Zamora,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1022,2019,723264,49,Zamora,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1023,2021,703946,49,Zamora,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1024,2020,680737,49,Zamora,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1025,2019,693019,49,Zamora,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1026,2021,935387,49,Zamora,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
1027,2020,919471,49,Zamora,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
1028,2019,949416,49,Zamora,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
1029,2021,1038888,50,Zaragoza,1," Agricultura, ganadería, silvicultura y pesca"
1030,2020,1054152,50,Zaragoza,1," Agricultura, ganadería, silvicultura y pesca"
1031,2019,1082392,50,Zaragoza,1," Agricultura, ganadería, silvicultura y pesca"
1032,2021,6032878,50,Zaragoza,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
1033,2020,5694921,50,Zaragoza,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
1034,2019,6006300,50,Zaragoza,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
1035,2021,5008856,50,Zaragoza,3, - De las cuales: Industria manufacturera
1036,2020,4657798,50,Zaragoza,3, - De las cuales: Industria manufacturera
1037,2019,5020174,50,Zaragoza,3, - De las cuales: Industria manufacturera
1038,2021,1284516,50,Zaragoza,7, Construcción
1039,2020,1240501,50,Zaragoza,7, Construcción
1040,2019,1535687,50,Zaragoza,7, Construcción
1041,2021,5500071,50,Zaragoza,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1042,2020,4812635,50,Zaragoza,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1043,2019,5695817,50,Zaragoza,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1044,2021,5652200,50,Zaragoza,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1045,2020,5416895,50,Zaragoza,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1046,2019,5444309,50,Zaragoza,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1047,2021,5730936,50,Zaragoza,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
1048,2020,5638678,50,Zaragoza,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
1049,2019,5771233,50,Zaragoza,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
1050,2021,1748,51,Ceuta,1," Agricultura, ganadería, silvicultura y pesca"
1051,2020,1478,51,Ceuta,1," Agricultura, ganadería, silvicultura y pesca"
1052,2019,1517,51,Ceuta,1," Agricultura, ganadería, silvicultura y pesca"
1053,2021,96752,51,Ceuta,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
1054,2020,84988,51,Ceuta,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
1055,2019,86879,51,Ceuta,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
1056,2021,22099,51,Ceuta,3, - De las cuales: Industria manufacturera
1057,2020,19841,51,Ceuta,3, - De las cuales: Industria manufacturera
1058,2019,22250,51,Ceuta,3, - De las cuales: Industria manufacturera
1059,2021,73384,51,Ceuta,7, Construcción
1060,2020,69950,51,Ceuta,7, Construcción
1061,2019,81969,51,Ceuta,7, Construcción
1062,2021,315553,51,Ceuta,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1063,2020,275441,51,Ceuta,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1064,2019,340351,51,Ceuta,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1065,2021,268574,51,Ceuta,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1066,2020,259015,51,Ceuta,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1067,2019,264026,51,Ceuta,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1068,2021,840997,51,Ceuta,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
1069,2020,819453,51,Ceuta,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
1070,2019,835029,51,Ceuta,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
1071,2021,946,52,Melilla,1," Agricultura, ganadería, silvicultura y pesca"
1072,2020,971,52,Melilla,1," Agricultura, ganadería, silvicultura y pesca"
1073,2019,768,52,Melilla,1," Agricultura, ganadería, silvicultura y pesca"
1074,2021,68466,52,Melilla,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
